party_id,country_name_short_from_elections,country_name_from_elections,election_type,election_date,vote_share,seats,seats_total,party_name_short_from_elections,party_name_from_elections,party_name_english_from_elections,left_right_from_elections,country_id_from_elections,election_id,previous_parliament_election_id,previous_cabinet_id,vote_share_max,vote_share_median,vote_share_mean,country_name_short_from_parties,country_name_from_parties,party_name_short_from_parties,party_name_english_from_parties,party_name_from_parties,party_name_ascii,family_name_short,family_name,left_right_from_parties,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id_from_parties,family_id,election_year,election_decade,election_half_decade
226,ITA,Italy,parliament,2006-04-09,6.75,39.0,630,UC,Unione / Centro,Union / Centre,6.1092,26,107,498.0,567.0,6.75,5.84,4.79,ITA,Italy,UC,Union / Centre,Unione / Centro,Unione / Centro,chr,Christian democracy,6.1092,5.1181,7.8038,7.127999999999999,,188.0,1380523.0,,,818.0,6846.0,818.0,26.0,3.0,2006,2000,2005
693,ITA,Italy,parliament,2006-04-09,2.31,17.0,630,IdV,Italia dei Valori,Italy of Values,4.8712,26,107,498.0,567.0,4.48,3.3950000000000005,3.3950000000000005,ITA,Italy,IdV,Italy of Values,Italia dei Valori,Italia dei Valori,lib,Liberal,4.8712,4.5664,5.5255,7.1295,32902.0,176.0,1380902.0,,,,6686.0,828.0,26.0,6.0,2006,2000,2005
399,ITA,Italy,parliament,2006-04-09,1.39,10.0,630,UDEUR,Unione Democratici per l'Europa,Union of Democrats for Europe,5.285,26,107,498.0,567.0,1.39,1.39,1.39,ITA,Italy,UDEUR,Union of Democrats for Europe,Unione Democratici per l'Europa,Unione Democratici per l'Europa,chr,Christian democracy,5.285,4.61,7.195,8.3833,,,,,,,,829.0,26.0,3.0,2006,2000,2005
1246,ITA,Italy,parliament,2006-04-09,1.08,6.0,630,LUP,L'Unione-Prodi,The Union-Prodi,2.6216,26,107,498.0,567.0,1.08,1.08,1.08,ITA,Italy,LUP,The Union-Prodi,L'Unione-Prodi,L'Unione-Prodi,soc,Social democracy,2.6216,2.9825,2.0943,7.834,32329.0,,,,,,6626.0,,26.0,11.0,2006,2000,2005
52,ITA,Italy,parliament,2006-04-09,0.73,4.0,630,DCA,Democrazia Cristiana per le Autonomie,Christian Democracy for the Autonomies,6.2,26,107,498.0,567.0,0.73,0.73,0.73,ITA,Italy,DCA,Christian Democracy for the Autonomies,Democrazia Cristiana per le Autonomie,Democrazia Cristiana per le Autonomie,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,26.0,3.0,2006,2000,2005
1063,ITA,Italy,parliament,2006-04-09,0.09,1.0,630,ALD,Autonomie LibertÃ© DÃ©mocratie,Autonomy Liberty Democracy,6.0,26,107,498.0,567.0,0.09,0.08499999999999999,0.08499999999999999,ITA,Italy,ALD,Autonomy Liberty Democracy,Autonomie LibertÃ© DÃ©mocratie,Autonomie Liberte Democratie,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,26.0,6.0,2006,2000,2005
927,ITA,Italy,parliament,2006-04-09,0.25,1.0,630,AIE,Associativo Italiani all'Estero,Associative Italians Abroad,,26,107,498.0,567.0,0.25,0.24,0.24,ITA,Italy,AIE,Associative Italians Abroad,Associativo Italiani all'Estero,Associativo Italiani all'Estero,spec,Special issue,,,,,,,,,,,,,26.0,16.0,2006,2000,2005
382,ITA,Italy,parliament,2008-04-13,34.01,217.0,630,PD,Partito Democratico,Democratic Party,2.6216,26,111,107.0,117.0,34.01,29.715,29.715,ITA,Italy,PD,Democratic Party,Partito Democratico,Partito Democratico,soc,Social democracy,2.6216,2.9825,2.0943,7.834,,180.0,1380331.0,,,,6626.0,837.0,26.0,11.0,2008,2000,2005
1040,ITA,Italy,parliament,2008-04-13,1.12,8.0,630,MpA,Movimento per l'Autonomia,Movement for Autonomy,6.2,26,111,107.0,117.0,1.12,1.12,1.12,ITA,Italy,MpA,Movement for Autonomy,Movimento per l'Autonomia,Movimento per l'Autonomia,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,840.0,26.0,3.0,2008,2000,2005
2155,ITA,Italy,parliament,2013-02-25,25.55,108.0,617,M5S,Movimento 5 Stelle,Five Star Movement,2.5,26,789,111.0,983.0,25.55,25.55,25.55,ITA,Italy,M5S,Five Star Movement,Movimento 5 Stelle,Movimento 5 Stelle,none,no family,,,,,,,,,,,,,26.0,12.0,2013,2010,2010
465,ITA,Italy,parliament,2013-02-25,3.2,37.0,617,SL,Sinistra (Ecologia) LibertÃ ,Left (Ecology) Freedom,1.2,26,789,111.0,983.0,3.2,3.2,3.2,ITA,Italy,S,Left,Sinistra,Sinistra,com,Communist/Socialist,1.3,1.4,3.0,3.3,,371.0,1380007.0,,,,,838.0,26.0,14.0,2013,2010,2010
2156,ITA,Italy,parliament,2013-02-25,8.3,37.0,617,SC,Scelta Civica,Civic Choice,6.0,26,789,111.0,983.0,8.3,8.3,8.3,ITA,Italy,SC,Civic Choice,Scelta Civica,Scelta Civica,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,26.0,6.0,2013,2010,2010
2154,ITA,Italy,parliament,2013-02-25,1.95,9.0,617,FdI-CN,Fratelli d'Italia â€“ Centrodestra Nazionale,Brothers of Italy -- National Centre-right,7.4,26,789,111.0,983.0,1.95,1.95,1.95,ITA,Italy,FdI-CN,Brothers of Italy -- National Centre-right,Fratelli d'Italia â€“ Centrodestra Nazionale,Fratelli dItalia -- Centrodestra Nazionale,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,26.0,26.0,2013,2010,2010
2153,ITA,Italy,parliament,2013-02-25,0.49,6.0,617,CD,Centro Democratico, Democratic Centre,6.0,26,789,111.0,983.0,0.49,0.49,0.49,ITA,Italy,CD, Democratic Centre,Centro Democratico,Centro Democratico,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,26.0,6.0,2013,2010,2010
1726,JPN,Japan,parliament,1946-04-10,25.4,148.0,464,JLP,Nihon JiyÅ«tÅ,Japan Liberal Party,7.4,5,697,,,47.9,32.8,34.9,JPN,Japan,JLP,Japan Liberal Party,Nihon JiyÅ«tÅ,Nihon Jiyuto,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,1946,1940,1945
1734,JPN,Japan,parliament,1946-04-10,20.3,110.0,464,DP,MinshutÅ,Democratic Party,7.4,5,697,,,25.4,18.2,19.5,JPN,Japan,DP,Democratic Party,MinshutÅ,Minshuto,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,1946,1940,1945
940,JPN,Japan,parliament,1946-04-10,18.2,96.0,464,JSP,Nihon Shakai-tÅ,Japan Socialist Party,2.6344,5,697,,,33.1,18.75,16.337083333333336,JPN,Japan,JSP,Japan Socialist Party,Nihon Shakai-tÅ,Nihon Shakai-to,soc,Social democracy,2.6344,4.1367,3.1210000000000004,,71320.0,,,,2202.0,,8472.0,,5.0,11.0,1946,1940,1945
1733,JPN,Japan,parliament,1946-04-10,6.3,45.0,464,NCoP,Kokumin KyÃ´dÃ´ TÃ´,National Cooperative Party,6.0,5,697,,,7.0,6.3,5.566666666666666,JPN,Japan,NCoP,National Cooperative Party,Kokumin KyÃ´dÃ´ TÃ´,Kokumin Kyodo To,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,5.0,6.0,1946,1940,1945
1055,JPN,Japan,parliament,1946-04-10,,33.0,464,etc,others,others,,5,697,,,,,,JPN,Japan,etc,others,others,others,none,no family,,,,,,,,,,,,,5.0,12.0,1946,1940,1945
1540,JPN,Japan,parliament,1946-04-10,3.8,6.0,464,JCP,Nihon KyÅsan-tÅ,Japan Communist Party,1.148,5,697,,,13.08,7.75,7.263461538461538,JPN,Japan,JCP,Japan Communist Party,Nihon KyÅsan-tÅ,Nihon Kyosan-to,com,Communist/Socialist,1.148,4.072,4.032,,71220.0,,,,2201.0,,8376.0,,5.0,14.0,1946,1940,1945
1736,JPN,Japan,parliament,1949-01-23,2.0,7.0,466,LFP,RÅdÅnÅmintÅ,Labour Farmer Party,1.2,5,695,696.0,894.0,2.0,1.0,1.175,JPN,Japan,LFP,Labour Farmer Party,RÅdÅnÅmintÅ,Rodonominto,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,5.0,14.0,1949,1940,1945
1737,JPN,Japan,parliament,1949-01-23,1.3,5.0,466,SRP,Yakaikakushintou zu,Social Reform Party,1.2,5,695,696.0,894.0,1.3,1.3,1.3,JPN,Japan,SRP,Social Reform Party,Yakaikakushintou zu,Yakaikakushintou zu,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,5.0,14.0,1949,1940,1945
1724,JPN,Japan,parliament,1952-10-01,11.4,57.0,466,RWSP,Uha Shakai TÃ´,Right Wing Socialist Party,3.3,5,694,695.0,895.0,13.9,13.5,12.933333333333332,JPN,Japan,RWSP,Right Wing Socialist Party,Uha Shakai TÃ´,Uha Shakai To,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,5.0,11.0,1952,1950,1950
1723,JPN,Japan,parliament,1952-10-01,9.9,54.0,466,LWSP,Saha Shakai TÃ´,Left Wing Socialist Party,1.2,5,694,695.0,895.0,15.4,13.1,12.799999999999999,JPN,Japan,LWSP,Left Wing Socialist Party,Saha Shakai TÃ´,Saha Shakai To,com,Communist/Socialist,1.3,1.4,3.0,,,,,,,,,,5.0,14.0,1952,1950,1950
1738,JPN,Japan,parliament,1952-10-01,1.1,2.0,466,CoP,Kyoudoutou,Cooperative Party,3.3,5,694,695.0,895.0,1.1,1.1,1.1,JPN,Japan,CoP,Cooperative Party,Kyoudoutou,Kyoudoutou,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,5.0,11.0,1952,1950,1950
1755,JPN,Japan,parliament,1953-04-19,8.8,35.0,466,LP(H),Nihon JiyÅ«tÅ (Hatoyama),Liberal Party (Hatoyama),7.4,5,693,694.0,896.0,8.8,8.8,8.8,JPN,Japan,LP(H),Liberal Party (Hatoyama),Nihon JiyÅ«tÅ (Hatoyama),Nihon Jiyuto (Hatoyama),con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,1953,1950,1950
1722,JPN,Japan,parliament,1955-02-27,36.6,185.0,467,JDP,Nihon MinshutÅ,Japan Democratic Party,7.4,5,692,693.0,898.0,36.6,36.6,36.6,JPN,Japan,JDP,Japan Democratic Party,Nihon MinshutÅ,Nihon Minshuto,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,1955,1950,1955
1193,JPN,Japan,parliament,1958-05-22,59.0,298.0,467,LDP,JiyÅ« MinshutÅ,Liberal Democratic Party,8.0252,5,645,692.0,887.0,59.0,44.59,42.09428571428571,JPN,Japan,LDP,Liberal Democratic Party,JiyÅ« MinshutÅ,Jiyu Minshuto,con,Conservative,8.0252,4.8094,7.7747,,71620.0,,,,2205.0,,8424.0,,5.0,26.0,1958,1950,1955
1053,JPN,Japan,parliament,1960-11-20,8.8,17.0,467,DSP,Minshu Shakai-tÅ,Democratic Socialist Party,6.1556,5,345,645.0,241.0,8.8,6.880000000000001,6.670000000000001,JPN,Japan,DSP,Democratic Socialist Party,Minshu Shakai-tÅ,Minshu Shakai-to,soc,Social democracy,6.1556,3.5,3.5,,71321.0,,,,2204.0,,,,5.0,11.0,1960,1960,1960
837,JPN,Japan,parliament,1967-01-29,5.4,25.0,486,K,KÅmeitÅ,Komeito Party,5.6871,5,367,640.0,8.0,14.8,10.91,10.624705882352941,JPN,Japan,K,Komeito Party,KÅmeitÅ,Komeito,con,Conservative,5.6871,4.4549,6.25,,71530.0,,,,2203.0,,8400.0,,5.0,26.0,1967,1960,1965
170,JPN,Japan,parliament,1976-12-05,4.18,17.0,511,NLC,Shin-jiyÅ«-kurabu,New Liberal Club,7.4,5,53,333.0,59.0,4.18,3.0,2.88,JPN,Japan,NLC,New Liberal Club,Shin-jiyÅ«-kurabu,Shin jiyu karuba,con,Conservative,7.4,6.4,7.0,,71621.0,,,,,,,,5.0,26.0,1976,1970,1975
86,JPN,Japan,parliament,1979-10-07,0.68,2.0,511,SDF,Shaminren,Socialist Democratic Federation,3.3,5,433,53.0,227.0,0.86,0.715,0.745,JPN,Japan,SDF,Socialist Democratic Federation,Shaminren,Shaminren,soc,Social democracy,3.3,3.5,3.5,,71322.0,,,,,,,,5.0,11.0,1979,1970,1975
547,JPN,Japan,parliament,1993-07-18,10.1,55.0,511,JRP,ShinseitÅ,Japan Renewal Party,8.2556,5,57,25.0,253.0,10.1,10.1,10.1,JPN,Japan,JRP,Japan Renewal Party,ShinseitÅ,Shinsei-to,con,Conservative,8.2556,6.4,7.0,,71622.0,,,,2205.0,,,,5.0,26.0,1993,1990,1990
1327,JPN,Japan,parliament,1993-07-18,8.05,35.0,511,JNP,Nihon ShintÅ,Japan New Party,8.2556,5,57,25.0,253.0,8.05,8.05,8.05,JPN,Japan,JNP,Japan New Party,Nihon ShintÅ,Nihon Shin-to,lib,Liberal,8.2556,6.7,3.6,,71952.0,,,,2205.0,,,,5.0,6.0,1993,1990,1990
1146,JPN,Japan,parliament,1993-07-18,2.64,13.0,511,NPS,Shinto Sakigake,New Party Sakigake,7.4,5,57,25.0,253.0,2.64,1.87,1.87,JPN,Japan,NPS,New Party Sakigake,Shinto Sakigake,Shinto Sakigake,con,Conservative,7.4,6.4,7.0,,71951.0,,,,,,,,5.0,26.0,1993,1990,1990
1136,JPN,Japan,parliament,1996-10-20,28.04,156.0,500,NFP,Shinshin-to,New Frontier Party,8.2556,5,628,57.0,800.0,28.04,28.04,28.04,JPN,Japan,NFP,New Frontier Party,Shinshin-to,Shinshin-to,con,Conservative,8.2556,6.4,7.0,,71623.0,,,,2205.0,,,,5.0,26.0,1996,1990,1995
439,JPN,Japan,parliament,1996-10-20,16.1,52.0,500,DPJ,MinshutÅ,Democratic Party of Japan,5.5717,5,628,57.0,800.0,42.41,25.18,26.634285714285713,JPN,Japan,DPJ,Democratic Party of Japan,MinshutÅ,Minshuto,con,Conservative,5.5717,5.06,4.1541,,71624.0,,,,,,8352.0,,5.0,26.0,1996,1990,1995
163,JPN,Japan,parliament,1996-10-20,0.03,1.0,500,DRP,Min-kai-ren,Democratic Reform Party,3.3,5,628,57.0,800.0,0.03,0.03,0.03,JPN,Japan,DRP,Democratic Reform Party,Min-kai-ren,Min-kai-ren,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,5.0,11.0,1996,1990,1995
462,JPN,Japan,parliament,2000-06-25,11.01,22.0,480,LP,JiyÅ«-tÅ,Liberal Party,7.4,5,237,628.0,211.0,11.01,11.01,11.01,JPN,Japan,LP,Liberal Party,JiyÅ«-tÅ,Jiyu-to,con,Conservative,7.4,6.4,7.0,,71625.0,,,,,,,,5.0,26.0,2000,2000,2000
1382,JPN,Japan,parliament,2000-06-25,0.41,7.0,480,NCP,Hoshu ShintÅ,New Conservative Party,8.2675,5,237,628.0,211.0,0.41,0.41,0.41,JPN,Japan,NCP,New Conservative Party,Hoshu ShintÅ,Hoshu Shinto,con,Conservative,8.2675,5.6522,8.032,,71626.0,,,,,,8448.0,,5.0,26.0,2000,2000,2000
695,JPN,Japan,parliament,2000-06-25,0.25,5.0,480,IC,Mushozoku-no-kai,Independent's Club,,5,237,628.0,211.0,0.25,0.25,0.25,JPN,Japan,IC,Independent's Club,Mushozoku-no-kai,Mushozoku-no-kai,none,no family,,,,,,,,,,,,,5.0,12.0,2000,2000,2000
1165,JPN,Japan,parliament,2000-06-25,1.1,1.0,480,LL,Jiyu Rengo,Liberal League,6.0,5,237,628.0,211.0,1.1,1.1,1.1,JPN,Japan,LL,Liberal League,Jiyu Rengo,Jiyu Rengo,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,5.0,6.0,2000,2000,2000
4,JPN,Japan,parliament,2005-09-11,1.74,4.0,480,PNP,Kokumin Shinto,People's New Party,7.4,5,554,511.0,770.0,1.74,1.73,1.19,JPN,Japan,PNP,People's New Party,Kokumin Shinto,Kokumin Shinto,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,2005,2000,2005
1175,JPN,Japan,parliament,2005-09-11,2.42,1.0,480,NPN,ShintÅ Nippon,New Party Nippon,6.0,5,554,511.0,770.0,2.42,1.585,1.585,JPN,Japan,NPN,New Party Nippon,ShintÅ Nippon,Shinto Nippon,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,5.0,6.0,2005,2000,2005
247,JPN,Japan,parliament,2005-09-11,0.64,1.0,480,NPD,ShintÅ Daichi,New Party Daichi,6.0,5,554,511.0,770.0,0.64,0.62,0.62,JPN,Japan,NPD,New Party Daichi,ShintÅ Daichi,Shinto Daichi,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,5.0,6.0,2005,2000,2005
1124,JPN,Japan,parliament,2009-08-30,4.27,5.0,480,YP,Minna no TÅ,Your Party,6.0,5,327,554.0,494.0,8.7,6.484999999999999,6.484999999999999,JPN,Japan,YP,Your Party,Minna no TÅ,Minna no To,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,5.0,6.0,2009,2000,2005
2136,JPN,Japan,parliament,2012-12-16,20.4,54.0,480,JReP,Nippon Ishin no Kai,Japan Restoration Party,7.4,5,788,327.0,969.0,20.4,15.72,14.063333333333333,JPN,Japan,JReP,Japan Restoration Party,Nippon Ishin no Kai,Nippon Ishin no Kai,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,2012,2010,2010
2069,JPN,Japan,parliament,2012-12-16,5.69,9.0,480,PLFP,Kokumin no Seikatsu ga Daiichi | Seikatsu no TÅ,People's Life First Party,7.4,5,788,327.0,969.0,5.69,3.81,3.81,JPN,Japan,PLFP,People's Life First Party,Kokumin no Seikatsu ga Daiichi | Seikatsu no TÅ,Kokumin no Seikatsu ga Daiichi | Seikatsu no To,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,2012,2010,2010
2404,JPN,Japan,parliament,2014-12-14,2.65,2.0,475,PFG,Jisedai No Tou,Party for Future Generations,8.7,5,850,788.0,1044.0,2.65,2.65,2.65,JPN,Japan,PFG,Party for Future Generations,Jisedai No Tou,Jisedai No Tou,right,Right-wing,8.8,5.9,8.5,,,,,,,,,,5.0,40.0,2014,2010,2010
2657,JPN,Japan,parliament,2017-10-22,19.88,54.0,465,KDP,Rikken MinshutÅ,Constitutional Democratic Party of Japan,3.3,5,1022,850.0,1156.0,19.88,19.88,19.88,JPN,Japan,KDP,Constitutional Democratic Party of Japan,Rikken MinshutÅ,Rikken Minshuto,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,5.0,11.0,2017,2010,2015
2656,JPN,Japan,parliament,2017-10-22,17.36,50.0,465,PH,KibÅ no TÅ,Party of Hope,7.4,5,1022,850.0,1156.0,17.36,17.36,17.36,JPN,Japan,PH,Party of Hope,KibÅ no TÅ,Kibo no To,con,Conservative,7.4,6.4,7.0,,,,,,,,,,5.0,26.0,2017,2010,2015
1446,LTU,Lithuania,parliament,1990-03-10,,46.0,135,LKP,Lietuvos komunistÅ³ partija,Communist Party of Lithuania,1.2,15,462,,,,,,LTU,Lithuania,LKP,Communist Party of Lithuania,Lietuvos komunistÅ³ partija,Lietuvos komunistc partija,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,15.0,14.0,1990,1990,1990
1408,LTU,Lithuania,parliament,1990-03-10,,9.0,135,LSDP-89,Lietuvos socialdemokratÅ³ partija â€“ 1989,Lithuanian Social Democratic Party -- 1989,4.0,15,462,,,6.94,6.495,6.495,LTU,Lithuania,LSDP-89,Lithuanian Social Democratic Party -- 1989,Lietuvos socialdemokratÅ³ partija â€“ 1989,Lietuvos socialdemokratu partija -- 1989,soc,Social democracy,4.0,3.5,3.5,8.1,88320.0,,,,2402.0,,,,15.0,11.0,1990,1990,1990
1623,LTU,Lithuania,parliament,1990-03-10,,7.0,135,TSKP,Lietuvos komunistÅ³ partija TSKP platformoje,Lithuanian Communist Party on the CPSU Platform,1.2,15,462,,,,,,LTU,Lithuania,TSKP,Lithuanian Communist Party on the CPSU Platform,Lietuvos komunistÅ³ partija TSKP platformoje,Lietuvos komunistu partija TSKP platformoje,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,15.0,14.0,1990,1990,1990
21,LTU,Lithuania,parliament,1990-03-10,,4.0,135,LZP,Lietuvos Å¾alioji partija,Lithuanian Green Party,2.5,15,462,,,2.03,2.03,2.03,LTU,Lithuania,LZP,Lithuanian Green Party,Lietuvos Å¾alioji partija,Lietuvos zalioji partija,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,15.0,19.0,1990,1990,1990
1144,LTU,Lithuania,parliament,1990-03-10,,3.0,135,LDP,Lietuvos demokratÅ³ partija,Lithuanian Democratic Party,5.8333,15,462,,,2.2,2.2,2.2,LTU,Lithuania,LDP,Lithuanian Democratic Party,Lietuvos demokratÅ³ partija,Lietuvos demokratu partija,lib,Liberal,5.8333,6.7,3.6,8.7,88522.0,,,,2407.0,,,,15.0,6.0,1990,1990,1990
675,LTU,Lithuania,parliament,1990-03-10,,2.0,135,LKDP,Lietuvos KrikÅ¡Äionys Demokratai,Lithuanian Christian Democrats,6.2385,15,462,,,12.61,10.43,8.703333333333333,LTU,Lithuania,LKDP,Lithuanian Christian Democrats,Lietuvos krikÅ¡Äionys demokratai,Lietuvos krikscionys demokratai,chr,Christian democracy,6.2385,4.258,8.6845,7.5032,88521.0,,,,2404.0,,2264.0,2508.0,15.0,3.0,1990,1990,1990
519,LTU,Lithuania,parliament,1992-11-15,43.98,73.0,141,LDDP,Lietuvos demokratinÄ— darbo partija,Democratic Labour Party of Lithuania,3.3333,15,439,462.0,512.0,43.98,31.08,28.356666666666666,LTU,Lithuania,LDDP,Democratic Labour Party of Lithuania,Lietuvos demokratinÄ— darbo partija,Lietuvos demokratine darbo partija,soc,Social democracy,3.3333,3.5,3.5,8.1,88220.0,,,,2401.0,,,,15.0,11.0,1992,1990,1990
1045,LTU,Lithuania,parliament,1992-11-15,21.17,30.0,141,TS-LK,TÄ—vynÄ—s SÄ…junga,Homeland Union,7.4004,15,439,462.0,512.0,31.34,19.72,19.044285714285714,LTU,Lithuania,TS-LK,Homeland Union,TÄ—vynÄ—s sÄ…junga,Tevynes sajunga,con,Conservative,7.4004,6.694,7.1939,9.7006,88620.0,209.0,1440620.0,,2406.0,,2404.0,2506.0,15.0,26.0,1992,1990,1990
432,LTU,Lithuania,parliament,1992-11-15,1.99,4.0,141,LTS,LietuviÅ³ tautininkÅ³ sÄ…junga,Lithuanian National Union List,8.7,15,439,462.0,512.0,1.99,1.99,1.99,LTU,Lithuania,LTS,Lithuanian National Union List,LietuviÅ³ tautininkÅ³ sÄ…junga,Lietuviu tautininku sajunga,right,Right-wing,8.8,5.9,8.5,2.3,88710.0,,,,,,,,15.0,40.0,1992,1990,1990
28,LTU,Lithuania,parliament,1992-11-15,2.14,4.0,141,LLRA,Lietuvos lenkÅ³ rinkimÅ³ akcija,Election Action of Lithuania's Poles,3.865,15,439,462.0,512.0,5.83,3.79,3.9071428571428575,LTU,Lithuania,LLRA,Election Action of Lithuania's Poles,Lietuvos lenkÅ³ rinkimÅ³ akcija,Lietuvos lenku rinkimu akcija,spec,Special issue,3.865,3.9,7.325,7.4667,88951.0,,1440952.0,,,,,2511.0,15.0,16.0,1992,1990,1990
887,LTU,Lithuania,parliament,1992-11-15,2.52,2.0,141,LCS,Lietuvos centro sÄ…junga,Centre Union of Lithuania,4.8833,15,439,462.0,512.0,8.67,2.86,4.683333333333333,LTU,Lithuania,LCS,Centre Union of Lithuania,Lietuvos centro sÄ…junga,Lietuvos centro sajunga,lib,Liberal,4.8833,6.25,4.2,9.0,88420.0,,,,2403.0,,,2509.0,15.0,6.0,1992,1990,1990
383,LTU,Lithuania,parliament,1992-11-15,3.55,1.0,141,JL,Jaunoji Lietuva,Young Lithuania,9.8,15,439,462.0,512.0,4.01,3.55,2.903333333333333,LTU,Lithuania,JL,Young Lithuania,Jaunoji Lietuva,Jaunoji Lietuva,right,Right-wing,9.8,2.25,8.6,1.0,,,,,,,,2513.0,15.0,40.0,1992,1990,1990
1632,LTU,Lithuania,parliament,1996-10-20,1.75,1.0,137,LVP,Lietuvos valstieÄiÅ³ partija,Lithuanian Peasant Party,2.645,15,566,439.0,91.0,4.08,2.915,2.915,LTU,Lithuania,LVP,Lithuanian Peasant Party,Lietuvos valstieÄiÅ³ partija,Lietuvos valstieciu partija,agr,Agrarian,2.645,2.75,8.0,6.525,88810.0,,,,,,,2507.0,15.0,2.0,1996,1990,1995
1447,LTU,Lithuania,parliament,1996-10-20,1.57,1.0,137,LPKTS,Lietuvos politiniÅ³ kaliniÅ³ ir terminiÅ³ sÄ…junga,Union of Lithuanian Political Prisoners and Deportees,9.8,15,566,439.0,91.0,1.57,1.57,1.57,LTU,Lithuania,LPKTS,Union of Lithuanian Political Prisoners and Deportees,Lietuvos politiniÅ³ kaliniÅ³ ir terminiÅ³ sÄ…junga,Lietuvos politiniu kaliniu ir tremtiniu sajunga,spec,Special issue,9.8,2.25,8.6,1.0,88523.0,,,,,,,2513.0,15.0,16.0,1996,1990,1995
1261,LTU,Lithuania,parliament,1996-10-20,3.86,1.0,137,LMP-NDP,Lietuvos moterÅ³ partija â€“ Naujosios demokratijos partija,Lithuanian Womens Party -- New Democratic Party,3.2,15,566,439.0,91.0,3.86,3.86,3.86,LTU,Lithuania,LMP-NDP,Lithuanian Womens Party -- New Democratic Party,Lietuvos moterÅ³ partija â€“ Naujosios demokratijos partija,Lietuvos moteru partija -- Naujosios demokratijos partija,soc,Social democracy,3.2,3.75,6.25,7.0,,,,,,,,2502.0,15.0,11.0,1996,1990,1995
493,LTU,Lithuania,parliament,1996-10-20,3.24,1.0,137,KDS,KrikÅ¡ÄioniÅ³ demokratÅ³ sÄ…junga,Christian Democratic Union,6.2,15,566,439.0,91.0,4.19,3.7150000000000003,3.7150000000000003,LTU,Lithuania,KDS,Christian Democratic Union,KrikÅ¡ÄioniÅ³ demokratÅ³ sÄ…junga,Krikscioniu demokratu sajunga,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,15.0,3.0,1996,1990,1995
856,LTU,Lithuania,parliament,2000-10-08,19.64,29.0,141,NS,Naujoji sÄ…junga (socialliberalai),New Union (Social Liberals),4.2686,15,59,566.0,735.0,19.64,11.64,11.64,LTU,Lithuania,NS-SL,New Union (Social Liberals),Naujoji sÄ…junga (socialliberalai),Naujoji sajunga (socialliberalai),lib,Liberal,4.2686,4.1125,4.9071,8.6647,88410.0,,1440410.0,,,,2376.0,2504.0,15.0,6.0,2000,2000,2000
863,LTU,Lithuania,parliament,2000-10-08,,3.0,141,LRS,Lietuvos rusÅ³ sÄ…junga,Lithuanian Russian Union,2.2,15,59,566.0,735.0,,,,LTU,Lithuania,LRS,Lithuanian Russian Union,Lietuvos rusÅ³ sÄ…junga,Lietuvos rusu sajunga,spec,Special issue,2.2,2.25,7.0,5.3333,,204.0,1440524.0,,,,,2503.0,15.0,16.0,2000,2000,2000
1562,LTU,Lithuania,parliament,2000-10-08,1.27,1.0,141,LLaS,Lietuvos laisvÄ—s sÄ…junga,Lithuanian Liberty Union,7.8,15,59,566.0,735.0,1.27,1.27,1.27,LTU,Lithuania,LLaS,Lithuanian Liberty Union,Lietuvos laisvÄ—s sÄ…junga,Lietuvos laisves sajunga,right,Right-wing,7.8,0.75,8.75,2.0,,,,,,,,2512.0,15.0,40.0,2000,2000,2000
